listing_date,season,mls_number,neighborhood,address,list_price,sold_price,sell_list_ratio,dom,bedrooms,bathrooms,garage_type,basement,house_type,style,type,sqft,lot_size
2025-07-02,Summer,20250483,St Boniface,545 Ritchot Street 519 De la Morenie Street 260 Thomas Berry Street,279900.0,346000.0,1.24,8,0,5.0,"single detached, garage door single detached, plug-in double detached, garage door",0,Single Family Detached,"Bungalow, Bi-Level",Single Family Detached,876,0.0
2025-07-02,Summer,20250066,St Boniface,224 Thomas Berry Street 484 Notre-Dame Street 180 Bertrand Street,309900.0,305000.0,0.98,8,0,3.0,"parking pad single detached, parking pad single detached",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,960,0.0
2025-07-02,Summer,20251090,Norwood,155 Archibald Street 533 Bourgeault Street 82 Hill Street,299900.0,296500.0,0.99,89,0,3.0,"double detached no garage single detached, garage door",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1010,0.0
2025-07-02,Summer,20250916,Norwood,567 Deniset Street 427 Eugenie Street 39 Monck Avenue,369900.0,385000.0,1.04,7,0,4.0,"double detached, heated, single detached, carport, single detached, garage door",69,Single Family Detached,"Bungalow, Two Storey, One and a Half",Single Family Detached,826,69.68
2025-07-02,Summer,20250867,Norwood,366 Dubuc Street 199 Roger Street 41 Ferndale Avenue,399900.0,465366.0,1.16,8,0,3.0,"single detached, garage door no garage, parking pad single detached, garage door",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1216,0.0
2025-07-02,Summer,f91adb7d8e,Norwood Flats,220 Eugenie Street 559 Cusson Street 146 Traverse Avenue,0.0,0.0,0.0,0,0,5.0,double detached rear drive access single detached,0,Single Family Detached,"Two Storey, One and a Half",Single Family Detached,1672,0.0
2025-07-02,Summer,20250671,Norwood,56 SF 46 SF 50 SF Depth 0 SF 0 SF 0 SF Site Influence Back Lane,414900.0,450000.0,1.08,6,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250606,Norwood,118 Lyndale Drive 90 Crawford Avenue 80 Bristol Avenue,474900.0,500000.0,1.05,2,80,4.0,"single attached, front drive double detached double detached, garage door",0,Single Family Detached,"Bungalow, One and a Half, Raised Bungalow, Other",Single Family Detached,1019,0.0
2025-07-02,Summer,20250354,Norwood,556 Prosper Street 62 Lloyd Street 453 Horace Street,324900.0,380000.0,1.17,8,0,2.0,single detached single detached double detached,0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1063,0.0
2025-07-02,Summer,20250191,Norwood,248 Traverse Avenue 528 Tremblay Street 337 Dubuc Street,299900.0,350000.0,1.17,8,0,6.0,"double detached single detached no garage, parking pad, paved",27,Single Family Detached,Bungalow,Single Family Detached,750,27.87
2025-07-02,Summer,20250173,Norwood,38 Gauvin Street 110 St Mary's Road 97 Lyndale Drive,499900.0,540000.0,1.08,4,0,4.0,"single detached, carport parking pad, rear drive access parking pad, rear drive access",0,Single Family Detached,"Bungalow, Two Storey, One and a Half, Other",Single Family Detached,1952,0.0
2025-07-02,Summer,20241481,Norwood,272 Horace Street 500 Dubuc Street 78 Tache Avenue,614900.0,605000.0,0.98,49,0,3.0,"rear drive access double attached, front drive rear drive access",73,Single Family Detached,"Two Storey, Other",Single Family Detached,1564,73.39
2025-07-02,Summer,20250037,Norwood,385 Lariviere Street 320 Dubuc Street 373 Dubuc Street,299900.0,302000.0,1.01,1,0,2.0,"single detached, plug-in parking pad, rear drive access parking pad, plug-in, rear drive",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,891,0.0
2025-07-02,Summer,20242495,Norwood,125 Monck Avenue 249 Eugenie Street 284 Eugenie Street,524900.0,524900.0,1.0,1,0,3.0,"single detached, parking pad single detached double detached",0,Single Family Detached,Two Storey,Single Family Detached,1977,0.0
